Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,126.699997,129.440002,124.230003,128.869995,101.194206,6188700
2006-01-04,127.349998,128.910004,126.379997,127.089996,99.796440,4861600
2006-01-05,126.000000,127.320000,125.610001,127.040001,99.757217,3717400
2006-01-06,127.290001,129.250000,127.290001,128.839996,101.170616,4319600
2006-01-09,128.500000,130.619995,128.000000,130.389999,102.387733,4723500
2006-01-10,130.050003,132.949997,130.020004,132.029999,103.675552,5536800
2006-01-11,131.449997,133.800003,131.419998,131.970001,103.628418,4671400
2006-01-12,131.399994,133.210007,131.380005,132.250000,103.848289,3725500
2006-01-13,132.020004,133.660004,131.899994,133.259995,104.641357,2894900
2006-01-17,131.000000,133.130005,130.589996,132.589996,104.115265,3621600
2006-01-18,131.059998,132.679993,131.009995,132.369995,103.942543,4302700
2006-01-19,132.720001,134.820007,132.710007,133.820007,105.081169,5010700
2006-01-20,132.850006,134.059998,131.250000,131.440002,103.405457,5679900
2006-01-23,131.639999,134.179993,131.639999,132.869995,104.530396,3847900
2006-01-24,132.630005,134.089996,132.339996,133.000000,104.632698,3758000
2006-01-25,133.649994,134.039993,132.460007,133.559998,105.073250,3740500
2006-01-26,133.009995,138.360001,133.009995,137.399994,108.094238,4808200
2006-01-27,137.929993,139.750000,137.100006,138.940002,109.305717,3687900
2006-01-30,139.550003,140.639999,138.710007,139.869995,110.037445,3168600
2006-01-31,139.729996,141.860001,138.449997,141.250000,111.123077,4906200
2006-02-01,141.399994,142.949997,140.429993,141.710007,111.484932,3635900
2006-02-02,142.270004,143.770004,141.399994,142.520004,112.122185,3711000
2006-02-03,141.550003,143.119995,140.699997,142.740005,112.295280,4178900
2006-02-06,142.610001,144.100006,141.600006,142.820007,112.358185,3849300
2006-02-07,142.350006,143.309998,139.479996,139.479996,109.730598,5207700
2006-02-08,140.100006,141.929993,139.320007,141.139999,111.036537,4481400
2006-02-09,141.139999,142.850006,140.490005,140.850006,110.808411,3059500
2006-02-10,140.669998,141.850006,137.800003,140.809998,110.776863,4433100
2006-02-13,139.649994,141.800003,139.149994,139.649994,109.864304,2155200
2006-02-14,141.199997,142.320007,138.770004,141.779999,111.540039,3003100
2006-02-15,142.000000,145.500000,141.399994,145.139999,114.183403,4330700
2006-02-16,146.100006,146.350006,144.210007,145.899994,114.781326,2847300
2006-02-17,146.190002,146.220001,144.059998,145.539993,114.498062,2407200
2006-02-21,145.559998,145.750000,143.009995,143.449997,112.853836,2539800
2006-02-22,143.449997,145.529999,143.229996,145.529999,114.490219,2664200
2006-02-23,145.610001,145.610001,143.789993,143.960007,113.255089,2457400
2006-02-24,143.050003,145.399994,143.050003,144.160004,113.412415,2314700
2006-02-27,144.809998,145.250000,143.339996,143.820007,113.144913,2282200
2006-02-28,143.600006,144.160004,141.110001,141.289993,111.154518,3911700
2006-03-01,141.979996,143.740005,141.559998,143.149994,112.617813,2989900
2006-03-02,143.070007,144.860001,142.240005,144.000000,113.286545,2902300
2006-03-03,143.500000,147.479996,143.100006,146.000000,114.859962,4042700
2006-03-06,146.539993,147.080002,144.309998,145.020004,114.088966,2900600
2006-03-07,144.369995,144.460007,143.169998,144.279999,113.506805,2775400
2006-03-08,143.550003,144.669998,141.259995,142.490005,112.098618,3633100
2006-03-09,142.660004,143.399994,141.199997,141.699997,111.477081,2262100
2006-03-10,141.630005,142.449997,140.149994,141.529999,111.343353,3247000
2006-03-13,141.550003,142.949997,139.179993,140.720001,110.706131,4945700
2006-03-14,145.919998,149.500000,145.619995,149.419998,117.550522,11360100
2006-03-15,148.300003,149.639999,147.589996,149.000000,117.220108,7557100
2006-03-16,149.100006,149.690002,147.449997,147.690002,116.189468,6025800
2006-03-17,148.250000,151.539993,148.029999,150.360001,118.289970,6670000
2006-03-20,150.050003,152.660004,149.800003,152.179993,119.721878,4896800
2006-03-21,151.610001,152.000000,149.009995,149.399994,117.534798,4460600
2006-03-22,148.300003,152.360001,148.300003,151.820007,119.438591,3770800
2006-03-23,151.169998,151.960007,150.449997,151.669998,119.320618,3852700
2006-03-24,151.679993,152.570007,150.880005,152.169998,119.713913,2651700
2006-03-27,152.130005,155.360001,152.130005,155.000000,121.940369,4314600
2006-03-28,155.009995,157.820007,154.160004,154.160004,121.279549,6481600
2006-03-29,154.899994,157.570007,154.839996,156.899994,123.435104,4458100
2006-03-30,157.729996,159.630005,155.710007,156.809998,123.364342,4771000
2006-03-31,157.000000,158.380005,156.250000,156.960007,123.482315,3298400
2006-04-03,157.990005,159.880005,156.919998,158.119995,124.394875,3979800
2006-04-04,158.119995,161.360001,158.119995,161.000000,126.660606,5088800
2006-04-05,160.500000,161.919998,160.000000,160.750000,126.463913,4191500
2006-04-06,160.070007,162.070007,160.070007,162.039993,127.478836,4180900
2006-04-07,162.039993,163.160004,159.889999,161.020004,126.676369,4964100
2006-04-10,162.500000,164.050003,161.449997,162.460007,127.809219,4470700
2006-04-11,163.000000,163.300003,158.509995,159.149994,125.205185,4962800
2006-04-12,159.630005,160.300003,158.399994,159.520004,125.496300,3404000
2006-04-13,158.449997,159.690002,158.199997,159.429993,125.425537,2217100
2006-04-17,160.250000,163.210007,160.000000,161.940002,127.400169,3381700
2006-04-18,162.750000,166.179993,161.320007,165.550003,130.240189,4828300
2006-04-19,164.550003,167.570007,163.600006,167.050003,131.420258,4670400
2006-04-20,166.059998,169.309998,166.059998,168.550003,132.600266,4893900
2006-04-21,168.619995,168.660004,165.320007,165.889999,130.779205,3591500
2006-04-24,165.500000,166.270004,163.500000,165.350006,130.353485,3431400
2006-04-25,165.350006,165.600006,161.759995,162.800003,128.343170,3361400
2006-04-26,163.500000,164.649994,162.199997,163.399994,128.816208,3032600
2006-04-27,163.350006,165.789993,162.100006,163.970001,129.265518,4063900
2006-04-28,163.809998,164.889999,158.649994,160.289993,126.364471,5349000
2006-05-01,160.300003,161.669998,156.080002,156.449997,123.337242,5652300
2006-05-02,157.600006,160.000000,157.119995,158.830002,125.213417,3710700
2006-05-03,159.500000,159.850006,157.750000,159.149994,125.465752,2521000
2006-05-04,159.160004,160.330002,158.000000,158.039993,124.590706,2554600
2006-05-05,159.750000,164.600006,159.690002,164.389999,129.596664,3737500
2006-05-08,164.389999,166.550003,162.199997,163.529999,128.918655,2395700
2006-05-09,163.750000,166.259995,163.699997,165.750000,130.668839,2615300
2006-05-10,164.850006,165.410004,162.050003,164.089996,129.360245,3215800
2006-05-11,164.380005,164.490005,158.600006,159.279999,125.568230,3639600
2006-05-12,158.750000,159.699997,156.070007,156.110001,123.069130,4579300
2006-05-15,154.600006,157.000000,151.110001,153.139999,120.727814,6119200
2006-05-16,153.600006,155.110001,150.619995,152.699997,120.380913,4016000
2006-05-17,150.850006,151.149994,147.000000,148.210007,116.841240,7477600
2006-05-18,149.360001,150.250000,146.250000,147.029999,115.910919,6076200
2006-05-19,148.300003,150.449997,146.750000,149.410004,117.787262,6502500
2006-05-22,148.509995,148.509995,143.339996,146.149994,115.217209,8472600
2006-05-23,148.050003,148.880005,143.699997,143.699997,113.285728,5606600
2006-05-24,143.649994,145.589996,140.419998,143.919998,113.459175,8759600
2006-05-25,145.199997,147.320007,144.679993,147.320007,116.139595,5611300
2006-05-26,150.000000,152.940002,149.470001,152.940002,120.570122,5749700
2006-05-30,151.000000,151.949997,149.250000,149.830002,118.118340,5217200
2006-05-31,151.300003,152.389999,149.149994,150.949997,119.001312,5262200
2006-06-01,150.919998,153.589996,150.190002,153.550003,121.050972,4206200
2006-06-02,155.500000,157.000000,153.600006,154.089996,121.476662,4253400
2006-06-05,154.949997,156.289993,149.850006,150.399994,118.567673,5400000
2006-06-06,151.389999,152.059998,147.500000,149.240005,117.653175,6562400
2006-06-07,149.250000,152.529999,148.300003,149.949997,118.212883,4319900
2006-06-08,148.800003,150.669998,144.500000,149.759995,118.063141,7885500
2006-06-09,151.000000,152.100006,148.990005,149.889999,118.165657,4407300
2006-06-12,150.300003,150.720001,145.000000,145.000000,114.310631,5860300
2006-06-13,144.500000,145.500000,138.009995,139.250000,109.777573,15679700
2006-06-14,139.750000,141.759995,136.789993,138.500000,109.186356,10541300
2006-06-15,140.399994,145.190002,140.070007,144.119995,113.616852,10870200
2006-06-16,143.300003,144.589996,142.610001,144.000000,113.522270,6368000
2006-06-19,144.979996,145.750000,142.949997,143.750000,113.325195,6517300
2006-06-20,144.649994,145.990005,143.589996,145.259995,114.515556,5808700
2006-06-21,145.770004,150.320007,145.500000,149.830002,118.118340,7645900
2006-06-22,149.710007,150.500000,146.949997,148.309998,116.920044,4402000
2006-06-23,147.850006,149.399994,147.210007,147.919998,116.612579,3488000
2006-06-26,148.919998,149.949997,148.100006,149.899994,118.173553,3799600
2006-06-27,149.050003,150.889999,147.160004,147.160004,116.013481,3666400
2006-06-28,147.410004,148.500000,145.070007,146.490005,115.485214,4907100
2006-06-29,148.100006,152.199997,146.350006,152.199997,119.986717,6656800
2006-06-30,152.199997,152.720001,149.500000,150.429993,118.591339,5973300
2006-07-03,151.929993,152.789993,151.339996,152.449997,120.183861,3250500
2006-07-05,151.699997,151.699997,150.000000,150.949997,119.001312,4478600
2006-07-06,152.289993,152.300003,150.199997,150.580002,118.709625,3441000
2006-07-07,150.009995,150.500000,148.440002,148.509995,117.077728,3618700
2006-07-10,149.250000,150.410004,148.160004,148.850006,117.345787,2946100
2006-07-11,148.399994,149.000000,146.550003,148.669998,117.203850,3817200
2006-07-12,148.699997,149.229996,145.070007,145.270004,114.523468,4300100
2006-07-13,144.029999,145.199997,142.100006,142.550003,112.379196,6116700
2006-07-14,143.100006,143.500000,138.970001,140.100006,110.447746,5659400
2006-07-17,140.100006,142.270004,139.199997,140.869995,111.054749,4528700
2006-07-18,140.619995,142.479996,139.899994,142.339996,112.213608,5874300
2006-07-19,142.699997,147.850006,142.699997,146.970001,115.863670,6079400
2006-07-20,146.699997,147.800003,145.000000,145.179993,114.452538,4264500
2006-07-21,145.050003,145.059998,141.800003,142.039993,112.247704,4682400
2006-07-24,143.300003,147.500000,143.059998,146.899994,116.088364,4610700
2006-07-25,146.899994,149.669998,145.339996,148.490005,117.344864,4984000
2006-07-26,147.500000,148.820007,146.690002,147.380005,116.467728,3326000
2006-07-27,148.699997,149.630005,147.589996,148.259995,117.163063,4085900
2006-07-28,149.649994,152.350006,149.330002,151.720001,119.897385,4752200
2006-07-31,151.600006,153.729996,150.660004,152.750000,120.711281,4370000
2006-08-01,151.630005,151.740005,149.589996,151.259995,119.533875,3468500
2006-08-02,150.259995,150.500000,147.539993,149.899994,118.459152,6139300
2006-08-03,148.750000,153.149994,148.470001,152.100006,120.197693,3854000
2006-08-04,154.000000,156.289993,152.169998,152.990005,120.900963,4892300
2006-08-07,152.119995,154.850006,151.759995,152.649994,120.632370,3029800
2006-08-08,152.649994,155.399994,150.490005,151.449997,119.683968,6199900
2006-08-09,153.500000,153.750000,149.600006,150.009995,118.546028,4234300
2006-08-10,149.500000,152.119995,148.500000,151.630005,119.826256,3782100
2006-08-11,152.350006,152.869995,149.990005,151.110001,119.415283,2576500
2006-08-14,152.479996,153.009995,149.429993,150.369995,118.830544,3110900
2006-08-15,152.380005,153.990005,151.210007,152.649994,120.632370,4907000
2006-08-16,153.949997,155.050003,152.720001,154.990005,122.481544,3563900
2006-08-17,153.899994,156.869995,153.850006,154.449997,122.054779,3365700
2006-08-18,154.449997,154.750000,153.000000,154.679993,122.236542,2742100
2006-08-21,153.160004,154.250000,151.639999,153.830002,121.564804,3731200
2006-08-22,154.360001,155.009995,153.050003,154.149994,121.817650,3696600
2006-08-23,153.410004,154.750000,152.149994,152.699997,120.671814,2811300
2006-08-24,153.550003,153.600006,150.750000,151.399994,119.644447,3100000
2006-08-25,150.690002,151.419998,149.750000,150.070007,118.593407,2476200
2006-08-28,148.250000,150.539993,147.880005,149.529999,118.166702,4151000
2006-08-29,149.600006,149.789993,145.660004,147.089996,116.238480,4939600
2006-08-30,147.199997,147.759995,146.419998,147.059998,116.214790,2938000
2006-08-31,147.070007,148.750000,147.070007,148.649994,117.471291,2834300
2006-09-01,148.699997,149.429993,147.130005,149.139999,117.858513,3453100
2006-09-05,149.750000,151.509995,149.050003,151.279999,119.549667,3576000
2006-09-06,150.649994,151.440002,149.919998,150.669998,119.067535,2962200
2006-09-07,150.100006,150.679993,148.350006,148.570007,117.408058,3577600
2006-09-08,151.000000,151.000000,147.520004,149.800003,118.380104,3277400
2006-09-11,149.250000,151.229996,149.149994,151.000000,119.328407,3134200
2006-09-12,154.750000,159.750000,154.710007,158.289993,125.089371,10644400
2006-09-13,157.699997,162.259995,156.809998,160.860001,127.120338,7605900
2006-09-14,159.750000,163.179993,159.520004,162.520004,128.432129,5496800
2006-09-15,162.500000,163.750000,161.520004,162.710007,128.582245,6845100
2006-09-18,162.020004,164.800003,162.000000,163.220001,128.985245,5733300
