Date,Open,High,Low,Close,Adj Close,Volume
2022-01-10,55.500000,56.060001,54.480000,55.349998,54.080093,34733500
2022-01-11,55.560001,56.130001,55.230000,56.060001,54.773804,25073700
2022-01-12,56.410000,56.709999,55.759998,56.400002,55.106003,34159400
2022-01-13,56.599998,57.180000,55.759998,56.000000,54.715179,34037300
2022-01-14,56.849998,58.869999,56.389999,58.060001,56.727917,56739600
2022-01-18,57.720001,58.110001,56.509998,56.689999,55.389347,41689600
2022-01-19,57.110001,57.680000,55.470001,55.570000,54.295048,34970200
2022-01-20,55.720001,56.380001,54.910000,55.000000,53.738121,26972800
2022-01-21,54.500000,55.000000,53.130001,53.669998,52.438633,38357600
2022-01-24,52.730000,53.490002,51.180000,53.320000,52.096668,48451400
2022-01-25,52.669998,53.730000,51.549999,53.590000,52.360474,40858700
2022-01-26,53.910000,54.919998,53.430000,54.139999,52.897858,39687100
2022-01-27,54.599998,55.509998,53.230000,53.759998,52.526569,34209200
2022-01-28,53.610001,54.220001,52.770000,54.189999,52.946705,35519700
2022-01-31,53.820000,54.049999,53.029999,53.799999,52.565655,34657500
2022-02-01,54.720001,55.810001,53.990002,55.599998,54.324356,35870200
2022-02-02,55.270000,56.049999,54.959999,55.930000,54.646786,29037100
2022-02-03,55.840000,56.290001,54.730000,55.169998,54.146248,25227400
2022-02-04,56.040001,57.040001,55.470001,56.330002,55.284725,33622100
2022-02-07,56.410000,57.889999,55.910000,57.330002,56.266171,37480100
2022-02-08,58.000000,58.980000,57.799999,58.750000,57.659817,39099600
2022-02-09,58.700001,59.380001,58.340000,59.060001,57.964066,25883100
2022-02-10,59.549999,60.299999,58.799999,59.049999,57.954250,36092000
2022-02-11,58.520000,60.240002,57.910000,58.310001,57.227985,38650500
2022-02-14,58.509998,58.650002,57.180000,57.849998,56.776516,32680500
2022-02-15,59.119999,59.320000,58.090000,58.380001,57.296684,18224600
2022-02-16,57.910000,58.880001,57.549999,58.139999,57.061138,22057200
2022-02-17,57.150002,57.529999,55.759998,56.150002,55.108067,24946500
2022-02-18,56.150002,56.720001,55.369999,55.630001,54.597717,22137900
2022-02-22,55.570000,56.119999,54.700001,55.279999,54.254208,26887800
2022-02-23,55.849998,56.020000,53.759998,53.950001,52.948887,21860700
2022-02-24,51.759998,52.830002,50.680000,52.709999,51.731895,40917600
2022-02-25,53.169998,54.439999,53.090000,54.110001,53.105919,27493500
2022-02-28,52.630001,53.400002,52.209999,53.369999,52.379650,31094800
2022-03-01,52.439999,52.720001,50.009998,50.290001,49.356804,54135500
2022-03-02,51.320000,52.820000,51.000000,52.220001,51.250988,34894300
2022-03-03,52.349998,52.560001,50.939999,51.240002,50.289177,24159700
2022-03-04,50.040001,50.060001,48.180000,48.790001,47.884640,35871600
2022-03-07,48.580002,48.580002,45.770000,45.810001,44.959938,56332500
